content,nFixations,FFD,TRT,GPT,GD,nFixations_avg,FFD_avg,TRT_avg,GPT_avg,GD_avg
potatoes,2,135,254,135,135,[],[],[],[],[]
natural,2,184,311,184,184,[],[],[],[],[]
"size,",[],[],[],[],[],[],[],[],[],[]
ain't,1,110,110,907,110,1.5,167.75,229.5,420.1666666666667,198.91666666666666
hardened,2,78,187,420,78,2.25,126.83333333333333,283.4166666666667,238.75,173.0
voyeur,2,152,243,243,243,[],[],[],[],[]
require,2,125,263,125,125,[],[],[],[],[]
patience,1,93,93,93,93,1.608695652173913,134.65217391304347,201.1304347826087,179.0,162.04347826086956
Job,3,130,332,219,219,[],[],[],[],[]
"interminable,",3,111,310,310,310,2.5833333333333335,114.91666666666667,308.6666666666667,281.3333333333333,262.4166666666667
swinging,1,70,70,70,70,2.0833333333333335,101.33333333333333,226.75,137.41666666666666,126.41666666666667
subculture.,2,70,236,306,70,1.75,116.16666666666667,227.33333333333334,762.75,127.41666666666667
"Creepy,",1,85,85,85,85,[],[],[],[],[]
authentic,5,66,461,271,271,3.5,116.0,466.9166666666667,226.66666666666666,153.0
dark.,2,94,317,592,94,[],[],[],[],[]
lame,1,83,83,83,83,[],[],[],[],[]
an,1,88,88,88,88,[],[],[],[],[]
unsympathetic,5,76,400,76,76,3.4166666666666665,100.5,359.0,259.4166666666667,236.25
character,3,89,234,169,169,1.625,106.66666666666667,186.45833333333334,151.79166666666666,125.0
someone,2,98,175,98,98,[],[],[],[],[]
likely,5,115,609,115,115,[],[],[],[],[]
stupid,1,125,125,342,125,[],[],[],[],[]
involved,[],[],[],[],[],[],[],[],[],[]
her.,1,71,71,1538,71,[],[],[],[],[]
Rob,[],[],[],[],[],[],[],[],[],[]
Schneider's,1,127,127,127,127,3.25,103.08333333333333,350.5,276.3333333333333,180.5
infantile,3,90,272,272,272,2.4166666666666665,111.0,305.5,270.5833333333333,200.83333333333334
cross-dressing,1,178,178,178,178,3.4166666666666665,109.5,382.5833333333333,280.25,250.58333333333334
routines,3,76,330,217,217,1.75,144.25,258.5,205.58333333333334,156.0
fill,3,77,229,77,77,[],[],[],[],[]
Hot,1,86,86,86,86,[],[],[],[],[]
"Chick,",1,199,199,199,199,[],[],[],[],[]
latest,2,171,262,171,171,[],[],[],[],[]
gimmick,2,56,122,478,56,1.9166666666666667,91.08333333333333,207.83333333333334,401.8333333333333,97.83333333333333
unimaginative,2,88,219,88,88,2.9166666666666665,137.66666666666666,396.75,473.1666666666667,191.08333333333334
comedian.,2,108,244,508,108,[],[],[],[],[]
"contrivance,",7,149,752,379,379,[],[],[],[],[]
artificial,4,133,435,990,133,[],[],[],[],[]
video,1,73,73,73,73,[],[],[],[],[]
games,1,51,51,51,51,[],[],[],[],[]
Japanese,3,69,258,135,135,[],[],[],[],[]
teens,2,113,233,356,113,[],[],[],[],[]
nightclub,1,103,103,103,103,1.25,106.83333333333333,133.58333333333334,116.0,116.0
"sequence,",1,83,83,83,83,[],[],[],[],[]
enjoyable,1,149,149,412,149,1.9166666666666667,102.5,212.16666666666666,741.0,187.41666666666666
one.,[],[],[],[],[],[],[],[],[],[]
screenplay,3,107,251,176,107,2.75,111.5,294.5,176.75,151.0
"callow,",2,72,169,522,72,2.0833333333333335,124.66666666666667,237.25,358.5,155.41666666666666
artist's,2,59,170,251,59,[],[],[],[],[]
thoughtful,[],[],[],[],[],[],[],[],[],[]
consideration,2,106,193,193,193,1.6666666666666667,121.75,192.75,154.08333333333334,149.66666666666666
fatherhood.,1,302,302,302,302,[],[],[],[],[]
78,2,78,163,163,163,[],[],[],[],[]
just,3,68,276,682,68,[],[],[],[],[]
zings,1,95,95,95,95,1.5,115.5,181.66666666666666,190.75,126.0
along,1,87,87,182,87,[],[],[],[],[]
vibrance,2,96,191,96,96,1.6666666666666667,122.25,196.5,224.08333333333334,160.83333333333334
warmth.,1,76,76,417,76,[],[],[],[],[]
epic,1,136,136,136,136,[],[],[],[],[]
"down,",2,114,164,200,114,1.5,123.08333333333333,179.25,164.41666666666666,142.25
Spike,2,131,226,525,131,[],[],[],[],[]
Lee's,[],[],[],[],[],[],[],[],[],[]
Jim,1,178,178,178,178,[],[],[],[],[]
Brown:,1,116,116,116,116,[],[],[],[],[]
All,[],[],[],[],[],[],[],[],[],[]
American,3,103,281,209,209,[],[],[],[],[]
gives,2,80,154,80,80,[],[],[],[],[]
worthy,3,119,437,119,119,1.5,126.16666666666667,188.25,182.41666666666666,134.41666666666666
talents.,2,127,208,835,127,[],[],[],[],[]
As,[],[],[],[],[],[],[],[],[],[]
"quiet,",4,102,420,420,420,2.5833333333333335,123.0,341.4166666666667,234.58333333333334,202.25
patient,1,126,126,126,126,3.4166666666666665,119.08333333333333,442.1666666666667,378.3333333333333,164.16666666666666
tenacious,2,98,211,757,98,2.4166666666666665,116.33333333333333,324.75,291.3333333333333,159.91666666666666
Mr.,[],[],[],[],[],[],[],[],[],[]
"himself,",1,78,78,187,78,[],[],[],[],[]
approaches,2,74,155,155,155,1.9166666666666667,105.33333333333333,195.91666666666666,150.41666666666666,150.41666666666666
"difficult,",2,89,176,176,176,[],[],[],[],[]
endless,1,115,115,115,115,1.5833333333333333,112.83333333333333,204.75,480.8333333333333,112.83333333333333
serenity,1,72,72,72,72,[],[],[],[],[]
discipline.,2,61,203,203,203,2.4166666666666665,112.25,367.0,1032.0833333333333,210.41666666666666
Instead,1,114,114,114,114,[],[],[],[],[]
hiding,2,112,185,112,112,[],[],[],[],[]
Pinocchio,2,57,215,130,57,[],[],[],[],[]
"critics,",2,144,219,144,144,1.75,133.5,203.16666666666666,211.5,163.83333333333334
Miramax,2,58,175,175,175,1.5,130.41666666666666,181.58333333333334,169.58333333333334,169.58333333333334
hidden,1,151,151,151,151,[],[],[],[],[]
everyone.,2,70,161,689,70,[],[],[],[],[]
shame,1,113,113,113,113,[],[],[],[],[]
such,1,142,142,142,142,[],[],[],[],[]
talented,3,155,410,155,155,[],[],[],[],[]
director,2,69,181,529,69,[],[],[],[],[]
Chen,1,114,114,114,114,[],[],[],[],[]
Kaige,1,131,131,131,131,[],[],[],[],[]
chosen,2,100,185,185,185,1.4166666666666667,104.66666666666667,141.16666666666666,147.83333333333334,135.33333333333334
English-language,4,76,539,204,204,2.4166666666666665,95.91666666666667,266.75,224.5,190.5
debut,1,107,107,107,107,[],[],[],[],[]
poorly,3,67,236,331,67,[],[],[],[],[]
plotted,1,132,132,198,132,1.3333333333333333,127.33333333333333,157.0,186.16666666666666,143.0
scripted.,1,106,106,441,106,[],[],[],[],[]
Jeffs,[],[],[],[],[],[],[],[],[],[]
created,3,57,356,618,57,2.0833333333333335,105.08333333333333,246.66666666666666,325.6666666666667,133.16666666666666
breathtakingly,3,98,400,98,98,[],[],[],[],[]
assured,5,112,577,879,218,2.0,114.0,237.58333333333334,249.66666666666666,175.66666666666666
spare,1,77,77,77,77,[],[],[],[],[]
acute,1,73,73,73,73,[],[],[],[],[]
expressiveness.,3,147,423,496,147,2.5833333333333335,132.25,346.5833333333333,566.75,271.5
"straight-up,",2,54,148,406,54,2.6666666666666665,108.33333333333333,343.75,211.5,153.66666666666666
old-school,1,101,101,101,101,2.0833333333333335,124.5,242.25,262.1666666666667,173.83333333333334
horror,[],[],[],[],[],[],[],[],[],[]
years.,2,55,127,945,55,[],[],[],[],[]
staggeringly,5,118,460,423,118,2.4347826086956523,131.69565217391303,313.95652173913044,184.7391304347826,160.82608695652175
compelling,2,82,196,372,82,[],[],[],[],[]
"character,",1,90,90,90,90,1.5,132.91666666666666,195.5,195.33333333333334,158.41666666666666
whose,2,66,168,168,168,[],[],[],[],[]
sharp,1,153,153,153,153,[],[],[],[],[]
intellect,2,195,307,195,195,1.3333333333333333,119.41666666666667,152.66666666666666,119.41666666666667,119.41666666666667
root,1,62,62,62,62,[],[],[],[],[]
"contradictory,",1,159,159,159,159,[],[],[],[],[]
"self-hating,",1,118,118,118,118,1.5833333333333333,133.0,207.41666666666666,179.0,179.0
self-destructive,2,156,286,286,286,2.1666666666666665,140.0,282.5833333333333,593.3333333333334,243.5
ways.,[],[],[],[],[],[],[],[],[],[]
thought,2,63,148,63,63,[],[],[],[],[]
"wonderful,",1,145,145,505,145,[],[],[],[],[]
`real'.,1,114,114,370,114,1.5833333333333333,141.25,207.58333333333334,443.9166666666667,166.5
Better,[],[],[],[],[],[],[],[],[],[]
putting,2,73,181,286,73,[],[],[],[],[]
sleep,1,159,159,283,159,[],[],[],[],[]
sound,1,77,77,302,77,1.6666666666666667,120.41666666666667,191.58333333333334,335.4166666666667,141.66666666666666
machine.,1,112,112,414,112,[],[],[],[],[]
Feels,[],[],[],[],[],[],[],[],[],[]
less,2,124,195,124,124,[],[],[],[],[]
cousin,[],[],[],[],[],[],[],[],[],[]
Blade,2,129,263,129,129,[],[],[],[],[]
Runner,2,132,246,380,132,[],[],[],[],[]
bottom-feeder,3,64,250,172,172,3.1666666666666665,102.66666666666667,366.3333333333333,254.25,254.25
sequel,2,129,240,318,129,[],[],[],[],[]
Escape,2,150,448,150,150,[],[],[],[],[]
From,[],[],[],[],[],[],[],[],[],[]
York,[],[],[],[],[],[],[],[],[],[]
series.,1,70,70,368,70,[],[],[],[],[]
Elegantly,1,285,285,285,285,[],[],[],[],[]
produced,2,69,167,452,69,[],[],[],[],[]
expressively,2,94,177,94,94,2.9166666666666665,137.5,391.5833333333333,319.75,267.5833333333333
"performed,",2,81,158,241,81,[],[],[],[],[]
six,1,95,95,95,95,[],[],[],[],[]
numbers,[],[],[],[],[],[],[],[],[],[]
crystallize,4,68,387,387,387,2.6666666666666665,118.75,350.75,346.9166666666667,170.83333333333334
key,[],[],[],[],[],[],[],[],[],[]
minutely,3,160,349,160,160,1.8333333333333333,147.83333333333334,240.16666666666666,182.16666666666666,173.83333333333334
detailed,3,54,195,123,123,1.5833333333333333,140.66666666666666,208.91666666666666,228.66666666666666,159.75
wonders,1,77,77,77,77,[],[],[],[],[]
dreamlike,3,76,361,699,76,2.4347826086956523,115.17391304347827,301.60869565217394,290.69565217391306,162.52173913043478
ecstasy.,[],[],[],[],[],[],[],[],[],[]
Ultimate,[],[],[],[],[],[],[],[],[],[]
X,1,149,149,149,149,[],[],[],[],[]
"ride,",[],[],[],[],[],[],[],[],[],[]
basically,[],[],[],[],[],[],[],[],[],[]
greatest-hits,1,86,86,86,86,2.5833333333333335,114.16666666666667,266.25,271.3333333333333,223.58333333333334
reel,[],[],[],[],[],[],[],[],[],[]
come,2,165,319,165,165,[],[],[],[],[]
subscription,3,79,278,579,79,[],[],[],[],[]
ESPN,4,92,350,423,92,[],[],[],[],[]
Magazine.,6,96,466,829,323,[],[],[],[],[]
Celebrated,2,262,334,334,334,2.0833333333333335,119.75,290.3333333333333,144.33333333333334,144.33333333333334
"Sundance,",1,90,90,90,90,2.25,112.25,271.3333333333333,246.25,191.25
slight,1,124,124,124,124,[],[],[],[],[]
manners,4,78,316,519,78,2.4166666666666665,123.33333333333333,264.4166666666667,309.25,164.08333333333334
winning,1,125,125,125,125,[],[],[],[],[]
performances,3,142,318,443,213,[],[],[],[],[]
"glossy,",1,144,144,144,144,1.1666666666666667,138.91666666666666,157.25,138.91666666666666,138.91666666666666
glib,[],[],[],[],[],[],[],[],[],[]
charm,1,121,121,121,121,[],[],[],[],[]
hard,1,88,88,88,88,[],[],[],[],[]
beat.,[],[],[],[],[],[],[],[],[],[]
"Apparently,",2,108,258,258,258,1.9166666666666667,124.16666666666667,249.75,151.08333333333334,151.08333333333334
fresh,1,77,77,133,77,[],[],[],[],[]
view,1,125,125,125,125,[],[],[],[],[]
figure,2,82,135,135,135,[],[],[],[],[]
present,3,98,383,295,177,[],[],[],[],[]
Hollywood,1,102,102,102,102,[],[],[],[],[]
program.,1,88,88,294,88,[],[],[],[],[]
That,1,161,161,161,161,[],[],[],[],[]
Haynes,7,94,848,1009,308,2.75,115.16666666666667,316.6666666666667,265.0,174.58333333333334
maintain,2,151,221,367,151,[],[],[],[],[]
dismantle,1,109,109,109,109,1.9166666666666667,124.66666666666667,235.58333333333334,165.08333333333334,165.08333333333334
facades,4,136,490,490,490,1.9166666666666667,147.16666666666666,280.0833333333333,223.08333333333334,205.25
genre,1,149,149,149,149,1.5833333333333333,131.66666666666666,203.25,184.75,152.83333333333334
construct,2,77,224,77,77,1.8333333333333333,109.0,206.58333333333334,152.41666666666666,143.41666666666666
wonderous,2,110,179,326,110,2.25,114.0,240.91666666666666,310.5833333333333,165.58333333333334
accomplishment,2,64,132,132,132,[],[],[],[],[]
veracity,1,101,101,101,101,[],[],[],[],[]
narrative,2,132,275,275,275,[],[],[],[],[]
grace.,[],[],[],[],[],[],[],[],[],[]
Some,[],[],[],[],[],[],[],[],[],[]
elements,3,89,358,358,358,[],[],[],[],[]
"one,",2,63,168,331,63,[],[],[],[],[]
other,1,134,134,134,134,[],[],[],[],[]
parts,[],[],[],[],[],[],[],[],[],[]
decent.,2,82,347,432,82,[],[],[],[],[]
No,[],[],[],[],[],[],[],[],[],[]
French,2,69,196,196,196,[],[],[],[],[]
people,1,97,97,97,97,[],[],[],[],[]
harmed,1,61,61,61,61,[],[],[],[],[]
during,[],[],[],[],[],[],[],[],[],[]
making,1,81,81,81,81,[],[],[],[],[]
insulted,2,143,204,143,143,[],[],[],[],[]
torture,[],[],[],[],[],[],[],[],[],[]
hour,1,61,61,191,61,[],[],[],[],[]
half.,1,125,125,310,125,[],[],[],[],[]
feeling,5,83,498,457,83,2.25,156.08333333333334,303.8333333333333,244.41666666666666,176.25
until,1,97,97,97,97,[],[],[],[],[]
veered,1,66,66,66,66,[],[],[],[],[]
off,[],[],[],[],[],[],[],[],[],[]
Exxon,1,139,139,139,139,[],[],[],[],[]
"zone,",[],[],[],[],[],[],[],[],[],[]
left,1,66,66,66,66,[],[],[],[],[]
behind,1,77,77,77,77,[],[],[],[],[]
station,1,98,98,98,98,1.4166666666666667,106.16666666666667,156.5,159.33333333333334,115.75
return,3,144,328,144,144,[],[],[],[],[]
ticket,3,85,300,484,85,[],[],[],[],[]
realism.,1,304,304,304,304,[],[],[],[],[]
simplicity,3,217,436,436,436,[],[],[],[],[]
Way,[],[],[],[],[],[],[],[],[],[]
Home,2,171,237,237,237,[],[],[],[],[]
equals,3,104,311,311,311,2.3333333333333335,139.16666666666666,316.4166666666667,248.75,170.33333333333334
side,2,99,174,99,99,[],[],[],[],[]
Aesop.,1,142,142,543,142,[],[],[],[],[]
Exceptionally,2,147,296,147,147,2.5,146.66666666666666,382.4166666666667,191.33333333333334,191.33333333333334
acted,1,64,64,627,64,[],[],[],[],[]
Diane,1,95,95,95,95,[],[],[],[],[]
Lane,2,115,400,115,115,[],[],[],[],[]
Richard,2,136,220,136,136,1.3333333333333333,131.33333333333334,162.33333333333334,280.0,144.5
Gere.,1,92,92,461,92,[],[],[],[],[]
Dong,[],[],[],[],[],[],[],[],[],[]
intolerance,7,129,933,806,806,3.1666666666666665,112.41666666666667,362.3333333333333,254.83333333333334,203.91666666666666
power,2,76,226,179,76,[],[],[],[],[]
deform,3,116,273,116,116,1.5833333333333333,106.41666666666667,168.16666666666666,168.83333333333334,127.0
"families,",2,106,184,341,106,1.4166666666666667,124.0,167.0,410.5833333333333,146.66666666666666
then,[],[],[],[],[],[],[],[],[],[]
tear,1,125,125,125,125,[],[],[],[],[]
apart.,1,82,82,579,82,[],[],[],[],[]
"stupid,",2,107,166,107,107,[],[],[],[],[]
derivative,5,75,425,329,75,4.416666666666667,129.91666666666666,600.75,303.4166666666667,276.3333333333333
substitutes,8,105,1111,1291,828,2.5,147.0,358.25,364.1666666666667,267.5833333333333
extreme,1,98,98,98,98,[],[],[],[],[]
gore,[],[],[],[],[],[],[],[],[],[]
suspense.,1,70,70,211,70,[],[],[],[],[]
adventure,2,127,231,405,127,[],[],[],[],[]
wonderful,1,98,98,98,98,[],[],[],[],[]
bring,[],[],[],[],[],[],[],[],[],[]
IMAX.,3,62,260,1399,62,[],[],[],[],[]
51,[],[],[],[],[],[],[],[],[],[]
better,1,92,92,184,92,[],[],[],[],[]
this.,1,57,57,760,57,[],[],[],[],[]
Warner,1,130,130,130,130,2.1666666666666665,109.33333333333333,227.0,188.75,119.75
Bros.,[],[],[],[],[],[],[],[],[],[]
costumer,3,141,411,141,141,4.0,109.33333333333333,559.5,280.5833333333333,192.91666666666666
jived,5,108,534,554,108,[],[],[],[],[]
sex,2,131,263,513,131,[],[],[],[],[]
Errol,3,52,211,608,52,[],[],[],[],[]
Flynn,3,87,286,988,87,[],[],[],[],[]
always,1,99,99,99,99,[],[],[],[],[]
wanted,1,142,142,142,142,[],[],[],[],[]
"make,",1,110,110,110,110,[],[],[],[],[]
Bette,3,69,249,181,181,[],[],[],[],[]
"Davis,",3,54,279,300,54,[],[],[],[],[]
"Joan,",[],[],[],[],[],[],[],[],[],[]
killed,2,117,247,756,117,[],[],[],[],[]
him.,[],[],[],[],[],[],[],[],[],[]
miraculous,2,93,159,159,159,2.25,116.16666666666667,269.6666666666667,133.0,133.0
I'm,[],[],[],[],[],[],[],[],[],[]
Going,3,56,316,311,56,[],[],[],[],[]
"slight,",1,111,111,111,111,[],[],[],[],[]
overflows,1,74,74,74,74,[],[],[],[],[]
wisdom,1,126,126,126,126,[],[],[],[],[]
emotion.,1,223,223,223,223,[],[],[],[],[]
fiercely,1,225,225,225,225,2.0,153.83333333333334,279.75,184.75,184.75
clever,1,105,105,105,105,[],[],[],[],[]
subtle,1,131,131,131,131,[],[],[],[],[]
capturing,[],[],[],[],[],[],[],[],[],[]
precarious,4,104,509,509,509,[],[],[],[],[]
balance,[],[],[],[],[],[],[],[],[],[]
extravagant,1,126,126,126,126,2.4782608695652173,135.52173913043478,335.7391304347826,300.1304347826087,180.8695652173913
confidence,2,101,216,101,101,[],[],[],[],[]
exiled,[],[],[],[],[],[],[],[],[],[]
aristocracy,1,137,137,137,137,[],[],[],[],[]
cruel,2,91,173,173,173,[],[],[],[],[]
earnestness,4,116,423,479,306,[],[],[],[],[]
victorious,2,102,232,232,232,[],[],[],[],[]
revolutionaries.,4,68,478,478,478,[],[],[],[],[]
you're,1,71,71,71,71,[],[],[],[],[]
watching,1,78,78,245,78,[],[],[],[],[]
released,1,73,73,634,73,[],[],[],[],[]
because,[],[],[],[],[],[],[],[],[],[]
"weak,",[],[],[],[],[],[],[],[],[],[]
unearthed,4,71,338,147,147,1.9166666666666667,120.41666666666667,230.58333333333334,261.6666666666667,158.83333333333334
"now,",1,93,93,93,93,[],[],[],[],[]
weaker.,1,80,80,80,80,[],[],[],[],[]
Anemic,3,133,340,243,243,[],[],[],[],[]
chronicle,5,91,562,420,91,3.3333333333333335,133.58333333333334,435.8333333333333,259.3333333333333,167.66666666666666
money,3,77,328,308,77,[],[],[],[],[]
grubbing,5,74,612,573,74,2.0833333333333335,126.58333333333333,265.75,217.41666666666666,135.08333333333334
Yorkers,2,107,265,332,265,[],[],[],[],[]
serial,1,184,184,184,184,[],[],[],[],[]
loveless,6,180,698,286,286,[],[],[],[],[]
hook,[],[],[],[],[],[],[],[],[],[]
ups.,1,85,85,1141,85,[],[],[],[],[]
Thanks,1,90,90,90,90,[],[],[],[],[]
star,3,138,438,538,138,[],[],[],[],[]
"heart,",1,97,97,153,97,[],[],[],[],[]
plenty,1,68,68,148,68,[],[],[],[],[]
all.,[],[],[],[],[],[],[],[],[],[]
And,[],[],[],[],[],[],[],[],[],[]
I've,[],[],[],[],[],[],[],[],[],[]
decided,3,124,373,187,187,2.0,96.91666666666667,221.33333333333334,149.5,106.83333333333333
leave,[],[],[],[],[],[],[],[],[],[]
light,[],[],[],[],[],[],[],[],[],[]
night,1,128,128,128,128,[],[],[],[],[]
now,1,101,101,287,101,[],[],[],[],[]
on.,[],[],[],[],[],[],[],[],[],[]
Festers,2,152,302,302,302,[],[],[],[],[]
dungpile,4,118,364,413,221,[],[],[],[],[]
you'd,1,122,122,122,122,[],[],[],[],[]
swear,1,79,79,79,79,[],[],[],[],[]
monkeys,2,90,173,264,90,[],[],[],[],[]
flinging,[],[],[],[],[],[],[],[],[],[]
feces,1,118,118,508,118,[],[],[],[],[]
under-rehearsed,5,100,727,206,206,3.75,119.5,555.0,365.6666666666667,365.6666666666667
lifeless,4,88,662,1183,88,1.8333333333333333,181.75,354.75,660.25,225.83333333333334
Exactly,1,100,100,100,100,[],[],[],[],[]
expect,3,65,198,289,65,[],[],[],[],[]
named,2,51,101,432,51,1.5833333333333333,102.5,176.33333333333334,192.08333333333334,130.33333333333334
Kaos.,3,85,911,911,911,1.6666666666666667,184.25,319.25,524.5,319.25
legendary,4,137,617,291,291,2.25,120.83333333333333,278.6666666666667,181.83333333333334,181.83333333333334
shlockmeister,9,70,989,1144,70,4.5,132.66666666666666,574.3333333333334,445.4166666666667,315.4166666666667
Ed,[],[],[],[],[],[],[],[],[],[]
Wood,1,78,78,78,78,[],[],[],[],[]
"vampire,",[],[],[],[],[],[],[],[],[],[]
probably,1,135,135,135,135,[],[],[],[],[]
lot,2,109,218,186,109,[],[],[],[],[]
alarming,3,244,396,324,324,[],[],[],[],[]
"production,",6,80,588,642,80,2.0,115.91666666666667,229.0,254.0,134.5
adapted,1,92,92,92,92,[],[],[],[],[]
Anne,[],[],[],[],[],[],[],[],[],[]
Rice's,4,109,450,222,222,[],[],[],[],[]
novel,2,101,202,631,101,[],[],[],[],[]
Vampire,[],[],[],[],[],[],[],[],[],[]
Chronicles.,5,159,559,1545,317,[],[],[],[],[]
whom,3,87,235,139,139,[],[],[],[],[]
name,2,93,180,276,93,[],[],[],[],[]
Woody,[],[],[],[],[],[],[],[],[],[]
Allen,1,73,73,73,73,[],[],[],[],[]
once,1,84,84,84,84,[],[],[],[],[]
guarantee,2,70,138,138,138,[],[],[],[],[]
"fresh,",1,81,81,81,81,[],[],[],[],[]
sometimes,1,97,97,97,97,[],[],[],[],[]
usually,1,84,84,84,84,1.4166666666666667,106.16666666666667,161.08333333333334,139.5,124.58333333333333
"worthwhile,",[],[],[],[],[],[],[],[],[],[]
Ending,2,72,145,174,72,1.5833333333333333,126.41666666666667,187.5,173.25,126.41666666666667
depressing,3,74,305,535,74,2.4166666666666665,125.75,269.75,252.66666666666666,172.08333333333334
Bella,[],[],[],[],[],[],[],[],[],[]
picture,2,97,173,97,97,[],[],[],[],[]
health,5,63,446,544,63,2.1666666666666665,132.83333333333334,255.16666666666666,178.75,138.66666666666666
boundless,5,123,586,825,123,2.25,109.5,253.41666666666666,298.8333333333333,133.0
energy,2,78,238,340,78,[],[],[],[],[]
days,2,71,361,141,71,[],[],[],[],[]
she,[],[],[],[],[],[],[],[],[],[]
dies.,[],[],[],[],[],[],[],[],[],[]
chance,1,90,90,90,90,[],[],[],[],[]
affords,2,105,203,203,203,1.5,130.0,184.41666666666666,187.5,145.58333333333334
"Jackson,",2,58,128,1130,58,[],[],[],[],[]
served,1,117,117,117,117,1.25,110.91666666666667,141.58333333333334,199.58333333333334,110.91666666666667
executive,1,88,88,88,88,[],[],[],[],[]
"producer,",1,133,133,133,133,[],[],[],[],[]
take,1,99,99,99,99,[],[],[],[],[]
"smooth,",1,92,92,92,92,[],[],[],[],[]
"shrewd,",1,64,64,156,64,[],[],[],[],[]
act,2,104,258,185,104,[],[],[],[],[]
abroad.,1,125,125,279,125,[],[],[],[],[]
cutting,3,103,380,300,215,1.5,105.08333333333333,156.66666666666666,164.66666666666666,119.25
satire,[],[],[],[],[],[],[],[],[],[]
week's,4,63,424,704,63,[],[],[],[],[]
issue,1,148,148,148,148,[],[],[],[],[]
Variety.,1,164,164,430,164,[],[],[],[],[]
Cox,1,126,126,126,126,[],[],[],[],[]
offers,7,77,754,880,140,[],[],[],[],[]
glimpses,1,118,118,118,118,[],[],[],[],[]
existing,1,174,174,174,174,1.8333333333333333,137.33333333333334,243.83333333333334,182.91666666666666,163.75
"photos,",1,114,114,114,114,[],[],[],[],[]
there,1,129,129,129,129,[],[],[],[],[]
"Nijinsky,",5,80,620,585,80,2.9166666666666665,133.33333333333334,432.6666666666667,384.3333333333333,224.41666666666666
aimless,3,63,276,172,172,[],[],[],[],[]
hodgepodge.,3,89,445,549,89,2.9166666666666665,145.75,372.1666666666667,1091.0833333333333,235.33333333333334
Aaliyah,1,126,126,126,126,[],[],[],[],[]
rarely,1,91,91,217,91,[],[],[],[],[]
dampens,3,191,424,295,295,2.3333333333333335,125.41666666666667,286.0833333333333,281.3333333333333,154.25
her,1,100,100,100,100,[],[],[],[],[]
diva,3,78,242,313,78,[],[],[],[],[]
persona,2,149,227,207,149,2.0416666666666665,131.25,254.66666666666666,312.1666666666667,173.83333333333334
spark,1,80,80,80,80,[],[],[],[],[]
genuine,1,91,91,91,91,[],[],[],[],[]
Townsend.,3,134,344,590,217,2.0833333333333335,139.66666666666666,290.5833333333333,685.8333333333334,264.6666666666667
Soderbergh's,2,65,270,270,270,[],[],[],[],[]
style,3,121,336,121,121,[],[],[],[],[]
struck,3,95,309,649,167,[],[],[],[],[]
unusually,1,131,131,131,131,[],[],[],[],[]
unimpressively,3,107,256,256,256,2.5833333333333335,151.41666666666666,352.3333333333333,393.1666666666667,265.9166666666667
fussy,1,85,85,85,85,[],[],[],[],[]
pretentious.,2,103,212,305,212,2.0,187.66666666666666,314.75,570.5833333333334,314.75
Mazel,[],[],[],[],[],[],[],[],[],[]
tov,1,142,142,142,142,[],[],[],[],[]
family's,2,108,199,108,108,1.75,115.91666666666667,192.41666666666666,142.33333333333334,142.33333333333334
joyous,2,75,134,225,75,[],[],[],[],[]
Yiddish,1,142,142,142,142,[],[],[],[],[]
stage.,3,53,241,1560,53,[],[],[],[],[]
total,[],[],[],[],[],[],[],[],[],[]
loss,[],[],[],[],[],[],[],[],[],[]
supporting,[],[],[],[],[],[],[],[],[],[]
taking,2,66,150,268,66,[],[],[],[],[]
place,5,56,515,363,56,[],[],[],[],[]
edges.,4,119,350,2014,183,[],[],[],[],[]
inspiring,4,157,708,627,627,[],[],[],[],[]
heart-affecting,6,142,600,261,261,3.5833333333333335,99.33333333333333,390.9166666666667,273.6666666666667,224.5
desperate,1,89,89,89,89,1.75,96.0,167.5,150.25,150.25
attempts,2,88,179,179,179,[],[],[],[],[]
Vietnamese,2,120,195,195,195,2.1666666666666665,127.0,268.0,203.75,183.08333333333334
refugees,2,123,274,123,123,1.4166666666666667,100.41666666666667,144.41666666666666,182.33333333333334,131.83333333333334
living,1,124,124,275,124,[],[],[],[],[]
U.S.,[],[],[],[],[],[],[],[],[],[]
relocation,2,137,194,194,194,2.1666666666666665,116.08333333333333,252.66666666666666,333.3333333333333,192.5
camps,[],[],[],[],[],[],[],[],[],[]
hopes,[],[],[],[],[],[],[],[],[],[]
alive,1,104,104,104,104,[],[],[],[],[]
1975.,1,73,73,630,73,[],[],[],[],[]
"Loud,",[],[],[],[],[],[],[],[],[],[]
chaotic,4,139,433,317,317,2.75,114.0,298.4166666666667,254.41666666666666,204.16666666666666
largely,2,142,310,142,142,[],[],[],[],[]
unfunny.,1,115,115,399,115,1.75,136.58333333333334,245.83333333333334,438.5,159.75
immersive,[],[],[],[],[],[],[],[],[],[]
powers,1,120,120,120,120,1.8333333333333333,117.0,191.83333333333334,262.5833333333333,126.91666666666667
giant,1,112,112,240,112,[],[],[],[],[]
screen,[],[],[],[],[],[],[],[],[],[]
hyper-realistic,1,125,125,125,125,3.1666666666666665,88.75,329.4166666666667,358.9166666666667,254.83333333333334
images,1,96,96,96,96,[],[],[],[],[]
perfect,1,82,82,82,82,[],[],[],[],[]
use,1,84,84,84,84,[],[],[],[],[]
beautiful,1,73,73,73,73,[],[],[],[],[]
outer-space,2,68,149,222,68,[],[],[],[],[]
Space,[],[],[],[],[],[],[],[],[],[]
Station,1,162,162,162,162,[],[],[],[],[]
